"","datasetID","startYear","endYear","samplingPeriodID","scalingID","scientificName","jcStatistic","jcExpectation","jcVariance","jcPval","jcZScore","jcDifference","moransI","moransIPval","occCells","occArea","occCroppedArea","totalCells","totalArea","totalCroppedArea","percentageOcc"
"67","Czechia",1985,1989,"1","1","Troglodytes troglodytes",2277,2265.58565202816,13.3407516535372,0.000888787487850415,3.1250786962922,0.0184399805684015,0.0377375182706362,0.0236839937173426,619,82707.682677788,77417.323542137,628,83907.508527584,78308.8064501954,98.57
"68","Czechia",1985,1989,"1","1","Curruca communis",2251,2229.1033635043,20.6518506398425,7.23768437859795e-07,4.81834531258466,0.0356622744229607,0.0972564758802544,5.40989881163737e-07,614,82031.2775793984,76773.3387841314,628,83907.508527584,78308.8064501954,97.77
"69","Czechia",1985,1989,"1","1","Emberiza calandra",231,110.347077885797,74.5682655825021,1.15405826706551e-44,13.972072283082,0.880678263607319,0.288225511412587,8.45269101410537e-44,137,18252.7593329604,17145.7126365386,628,83907.508527584,78308.8064501954,21.82
"70","Czechia",1985,1989,"1","1","Fulica atra",1685,1483.57358364063,156.577894082759,1.33387528751465e-58,16.0972319618291,0.402048735248243,0.384448575664569,4.05923003271203e-76,501,66959.983452316,64368.9926123124,628,83907.508527584,78308.8064501954,79.78
"71","Czechia",1985,1989,"1","1","Cygnus olor",1425,1196.63090848139,193.282572929515,6.19514787619214e-61,16.4263463280005,0.507486870041345,0.346456334343975,3.74350266726063e-62,450,60107.1875586707,58129.6446615097,628,83907.508527584,78308.8064501954,71.66
"72","Czechia",1985,1989,"1","1","Columba livia",1533,1419.07810928595,165.97014794196,4.66542776006901e-19,8.84284868461153,0.232493654518461,0.167441233222067,3.63745286342813e-16,490,65436.0006302256,62453.9999098711,628,83907.508527584,78308.8064501954,78.03
"73","Czechia",1985,1989,"1","1","Corvus corax",672,475.999106045368,189.302918470436,2.38866042428824e-46,14.2455557742408,0.690143992797999,0.369835632009109,2.17640468806781e-70,284,37784.1159936253,34591.0527569785,628,83907.508527584,78308.8064501954,45.22
"74","Czechia",1985,1989,"1","1","Linaria cannabina",2019,1975.17242149961,70.6803128640167,9.28422033993916e-08,5.21312627402851,0.0758262603812994,0.0797022573735376,4.73534403747711e-05,578,77264.4168536936,72573.5641409429,628,83907.508527584,78308.8064501954,92.04
"75","Czechia",1985,1989,"1","1","Ficedula hypoleuca",727,627.483517711476,207.157224457304,2.35175283767456e-12,6.91424834417995,0.305265283093631,0.155995960322942,2.98606966739898e-14,326,43433.5410628615,41270.6925981566,628,83907.508527584,78308.8064501954,51.91
"76","Czechia",1985,1989,"1","1","Muscicapa striata",1876,1820.97552799195,99.7171539561823,1.79166808436998e-08,5.51024547465143,0.0991431928072894,0.121412116617596,1.95535500803293e-09,555,74175.4017964877,69805.0305922697,628,83907.508527584,78308.8064501954,88.38
"77","Czechia",1985,1989,"1","1","Delichon urbicum",2324,2324.57324840764,1.49304231442511,0.680516889029545,-0.469144683252196,-0.000914271782525233,-0.00159489633173844,0.5,627,83774.4580168467,78175.755944887,628,83907.508527584,78308.8064501954,99.84
"78","Czechia",1985,1989,"1","1","Phasianus colchicus",2090,2009.52262822662,64.041262823157,4.30313153893015e-24,10.0564301448268,0.138040088805116,0.193055532866854,4.08745484180579e-21,583,77915.1008313314,74170.6477199052,628,83907.508527584,78308.8064501954,92.83
"79","Czechia",1985,1989,"1","1","Hippolais icterina",2080,2030.27489104928,60.0059022954665,6.8510458647485e-11,6.41916823768418,0.0848551347281923,0.0998086492845147,5.33993231110907e-07,586,78294.1896839613,73846.7755106153,628,83907.508527584,78308.8064501954,93.31
"80","Czechia",1985,1989,"1","1","Larus ridibundus",834,650.829813386971,208.864454504452,4.10664577435733e-37,12.6742573101946,0.551717429557318,0.254943276968879,1.16734838337603e-34,332,44367.8492582268,42856.4550624473,628,83907.508527584,78308.8064501954,52.87
"81","Czechia",1985,1989,"1","1","Strix aluco",1842,1788.28360710694,105.678994391579,8.69292709341868e-08,5.22531535300615,0.0976661688964739,0.0906353091353091,5.10168763562422e-06,550,73512.4469921902,69250.9714176211,628,83907.508527584,78308.8064501954,87.58
"82","Czechia",1985,1989,"1","1","Pica pica",2079,2051.13375796178,55.9327378356829,9.72628784836385e-05,3.72602158064611,0.0473111070258345,0.0491363852144837,0.00728203509818266,589,78714.7096290638,74026.0495053292,628,83907.508527584,78308.8064501954,93.79
"83","Czechia",1985,1989,"1","1","Emberiza schoeniclus",1409,1261.37512571237,186.241005853517,1.42409075297079e-27,10.8173750277404,0.319534359929935,0.225478630663656,1.25214758263651e-27,462,61775.624819179,58974.9914416168,628,83907.508527584,78308.8064501954,73.57
"84","Czechia",1985,1989,"1","1","Streptopelia turtur",2154,2114.34998323835,43.4960679104552,9.16288234002936e-10,6.0119917536899,0.0663043758556014,0.159315443011095,3.63921791295453e-15,598,79923.9335786962,75193.2903843255,628,83907.508527584,78308.8064501954,95.22
"85","Czechia",1985,1989,"1","1","Certhia familiaris",1884,1820.97552799195,99.7171539561823,1.38279756555964e-10,6.31137926455433,0.113557607221704,0.161613629284862,2.80911448811339e-15,555,74156.2531602767,69954.1117466838,628,83907.508527584,78308.8064501954,88.38
"86","Czechia",1985,1989,"1","1","Motacilla cinerea",1944,1853.96357134875,93.6256719096564,6.6936639660472e-21,9.30509446414091,0.160779336877225,0.327012680072029,4.20180754770759e-56,560,74782.1504644692,70292.9577895343,628,83907.508527584,78308.8064501954,89.17
"87","Czechia",1985,1989,"1","1","Corvus monedula",1103,945.222929936306,211.702214273973,1.06718134844611e-27,10.843792201812,0.394442675159235,0.22900313283208,2.1335420503693e-28,400,53459.9083726755,50906.4364375959,628,83907.508527584,78308.8064501954,63.69
"88","Czechia",1985,1989,"1","1","Circus aeruginosus",1035,817.369091518605,214.325082664611,2.75364427097469e-50,14.865655872643,0.585029323874717,0.310508022513441,2.49352998137955e-50,372,49704.9936183464,47815.294078436,628,83907.508527584,78308.8064501954,59.24
"89","Czechia",1985,1989,"1","1","Sylvia atricapilla",2327,2324.57324840764,1.49304231442511,0.0235141178877156,1.98604582576723,0.00387041721268977,-0.00167653983443457,0.662944922147012,627,83776.3804256289,78236.9455311415,628,83907.508527584,78308.8064501954,99.84
"90","Czechia",1985,1989,"1","1","Passer domesticus",2323,2317.15834171416,2.98350173979998,0.000359806864627753,3.38199531103497,0.0093317225013454,-0.00225353719762665,0.517656577303277,626,83644.9773059793,78212.595652003,628,83907.508527584,78308.8064501954,99.68
"91","Czechia",1985,1989,"1","1","Tachybaptus ruficollis",1276,1097.60755391664,202.366311422316,2.24692683595246e-36,12.5402834379727,0.413903587200374,0.259671562219055,6.57872842028866e-36,431,57641.9068463032,55256.8504002899,628,83907.508527584,78308.8064501954,68.63
"92","Czechia",1985,1989,"1","1","Streptopelia decaocto",2251,2229.1033635043,20.6518506398425,7.23768437859795e-07,4.81834531258466,0.0356622744229607,0.0826079128719892,1.63692142662539e-05,614,82057.7970470178,77189.4424995297,628,83907.508527584,78308.8064501954,97.77
"93","Czechia",1985,1989,"1","1","Emberiza citrinella",NA,NA,NA,NA,NA,NA,NA,NA,628,83907.508527584,78308.8064501954,628,83907.508527584,78308.8064501954,100
"94","Czechia",1985,1989,"1","1","Gallinula chloropus",1200,1022.45167057772,207.733849239768,3.59458339897028e-35,12.3186454595467,0.426798868803562,0.248689385496579,4.14461040884679e-33,416,55613.3207420133,53571.8157952814,628,83907.508527584,78308.8064501954,66.24
"95","Czechia",1985,1989,"1","1","Dryocopus martius",1991,1954.70443624986,74.610319907777,1.32294610989375e-05,4.20198110590062,0.0631227195654605,0.10751947341693,8.18213956724371e-08,575,76824.3589427541,72165.4834602663,628,83907.508527584,78308.8064501954,91.56
"96","Czechia",1985,1989,"1","1","Caprimulgus europaeus",171,123.660744217231,81.487802612326,7.85021282232657e-08,5.24415020841218,0.326477626088062,0.0918154358195052,4.16550071930774e-06,145,19392.4103986379,18901.050718825,628,83907.508527584,78308.8064501954,23.09
"97","Czechia",1985,1989,"1","1","Spatula querquedula",286,208.209632361158,119.086631470105,5.07575043397622e-13,7.12843704663311,0.413778551270438,0.144231198765773,1.79591062253933e-12,188,25142.2426626814,24257.7686810312,628,83907.508527584,78308.8064501954,29.94
"98","Czechia",1985,1989,"1","1","Aegolius funereus",242,125.378254553581,82.3579963726206,4.26199092043894e-38,12.8506960288574,0.798779078400127,0.325360972843636,3.73557502608832e-55,146,19509.4974235236,17809.4727731399,628,83907.508527584,78308.8064501954,23.25
"99","Czechia",1985,1989,"1","1","Actitis hypoleucos",472,392.693932282937,173.635477935808,8.80285073695338e-10,6.01848500905479,0.307387859368462,0.143432651921024,2.40990164351263e-12,258,34497.735350969,32422.4543910981,628,83907.508527584,78308.8064501954,41.08
"100","Czechia",1985,1989,"1","1","Bubo bubo",1111,912.388870264834,212.870484581217,1.68173600056351e-42,13.6127496441598,0.505371831387191,0.279665550373687,2.86526909468349e-41,393,52523.906022385,50719.1044031274,628,83907.508527584,78308.8064501954,62.58
"101","Czechia",1985,1989,"1","1","Athene noctua",1191,1082.36316906917,203.567431169329,1.32688971689171e-14,7.61417650603479,0.253824371333716,0.0912727525589675,4.77826757049606e-06,428,57212.9468585858,55244.600156797,628,83907.508527584,78308.8064501954,68.15
"102","Czechia",1985,1989,"1","1","Phoenicurus phoenicurus",1942,1880.56721421388,88.6615777527913,3.41648542779759e-11,6.52427835885915,0.108923379053406,0.100377432666329,5.15125125087373e-07,564,75352.9004029364,71192.7857903822,628,83907.508527584,78308.8064501954,89.81
"103","Czechia",1985,1989,"1","1","Coturnix coturnix",1270,1112.95854285395,201.101455233758,8.38188786146582e-29,11.0740558550136,0.361846675451728,0.20206083763735,1.38284512227398e-22,434,58081.840220888,55792.1855238424,628,83907.508527584,78308.8064501954,69.11
"104","Czechia",1985,1989,"1","1","Nucifraga caryocatactes",814,589.520616828696,203.823908597638,5.22067422036175e-56,15.7234881451883,0.710377794845899,0.397015743574288,9.85312994879278e-81,316,42242.6362830435,39137.7442402921,628,83907.508527584,78308.8064501954,50.32
"105","Czechia",1985,1989,"1","1","Scolopax rusticola",555,469.306738183037,188.21299876165,2.10163587498774e-10,6.24628602083959,0.303876814953769,0.145308226598966,1.2829419508059e-12,282,37689.9478693067,35474.2495533211,628,83907.508527584,78308.8064501954,44.9
